MdctStateId,MdctYear,MdctQuarter,MdctStateForm,MdctFormId,MdctForm,MdctFormName,MdctStatusId,MdctStatus,MdctNotApplicable,MdctProgramCode,MdctValidationPercent,MdctStateComments_Type,MdctStateComments_Entry,MdctStatusModifiedBy,MdctStatusDate,MdctLastModifiedBy,MdctLastModified,MdctCreatedBy,MdctCreatedDate
PA,2019,1,PA-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
PA,2019,3,PA-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
PA,2020,1,PA-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
PA,2021,2,PA-2021-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
RI,2019,3,RI-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
RI,2020,1,RI-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
SD,2019,3,SD-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
SD,2020,3,SD-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
TN,2019,1,TN-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
UT,2019,1,UT-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
UT,2019,4,UT-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
UT,2020,1,UT-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
VA,2019,3,VA-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
VA,2019,4,VA-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WA,2020,3,WA-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WA,2021,1,WA-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WI,2019,1,WI-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WV,2019,2,WV-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WV,2019,3,WV-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WY,2019,3,WY-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WY,2020,2,WY-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
WY,2021,1,WY-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
DE,2021,2,DE-2021-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
FL,2019,4,FL-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
FL,2020,1,FL-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
FL,2021,1,FL-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
GA,2020,3,GA-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IA,2020,1,IA-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IA,2020,3,IA-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ID,2019,2,ID-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ID,2021,2,ID-2021-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IL,2021,1,IL-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IL,2021,2,IL-2021-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2019,2,IN-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2019,3,IN-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2019,4,IN-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2020,1,IN-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2020,4,IN-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2019,1,KS-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2019,2,KS-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2019,4,KS-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2020,2,KS-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KY,2019,3,KY-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KY,2020,2,KY-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2019,1,LA-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2019,4,LA-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2020,1,LA-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2021,2,LA-2021-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2020,1,MA-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2020,2,MA-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2019,3,MD-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2021,1,MD-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ME,2020,2,ME-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ME,2021,1,ME-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ME,2021,2,ME-2021-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2020,1,MI-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2020,4,MI-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MN,2019,1,MN-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2020,1,MO-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2020,3,MO-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MS,2019,3,MS-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MS,2021,2,MS-2021-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2020,3,MT-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2020,4,MT-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2021,1,MT-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NC,2020,2,NC-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NC,2020,3,NC-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ND,2019,1,ND-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ND,2020,2,ND-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NE,2019,3,NE-2019-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NE,2019,4,NE-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NE,2020,4,NE-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2019,2,NJ-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2019,4,NJ-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2020,1,NJ-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2020,2,NJ-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NM,2019,2,NM-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NM,2019,4,NM-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NM,2020,1,NM-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NV,2019,1,NV-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NV,2019,2,NV-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NY,2019,1,NY-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NY,2019,2,NY-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NY,2019,4,NY-2019-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NY,2020,1,NY-2020-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NY,2020,4,NY-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NY,2021,1,NY-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
OK,2020,2,OK-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
OR,2019,1,OR-2019-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
OR,2019,2,OR-2019-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
OR,2020,2,OR-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
OR,2020,4,OR-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
PA,2020,4,PA-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
PA,2021,1,PA-2021-1-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
RI,2020,2,RI-2020-2-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
RI,2020,3,RI-2020-3-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
RI,2020,4,RI-2020-4-21E,1,21E,Number of Children Served in Separate CHIP Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
